Milliseconds,PackVoltx100,Ampsx100,RPM
249900,1144,1321,8865
250000,1144,1339,8710
250100,1144,1330,8865
250200,1144,1330,8517
250300,1142,1423,8880
250400,1139,1479,8896
250500,1137,1516,9074
250600,1139,1488,9124
250700,1139,1497,8992
250800,1139,1488,8960
250900,1137,1507,8912
251000,1137,1497,8912
251100,1137,1488,8992
251200,1139,1497,8960
251300,1137,1479,8960
251400,1139,1488,8928
251500,1139,1479,8944
251600,1137,1488,8960
251700,1137,1479,9009
251800,1139,1470,8896
251900,1137,1497,8912
252000,1137,1488,8865
252100,1137,1488,9074
252200,1137,1488,8960
252300,1137,1497,9090
252400,1137,1488,9009
252500,1137,1479,9025
252600,1137,1479,9090
252700,1137,1488,9191
252800,1137,1470,9157
252900,1137,1479,9025
253000,1137,1470,9157
253100,1137,1488,9041
253200,1137,1488,8928
253300,1137,1470,8944
253400,1137,1497,9009
253500,1137,1479,9191
253600,1137,1497,9107
253700,1137,1479,8880
253800,1135,1497,8992
253900,1135,1497,8992
254000,1137,1488,9009
254100,1137,1497,9025
254200,1137,1488,9074
254300,1137,1488,9057
254400,1137,1497,8912
254500,1137,1488,8912
254600,1137,1488,9009
254700,1135,1497,8992
254800,1137,1479,9157
254900,1137,1488,9009
255000,1135,1497,8928
255100,1137,1497,8880
255200,1135,1479,9025
255300,1137,1497,8912
255400,1135,1488,8992
255500,1137,1479,9009
255600,1135,1488,9074
255700,1135,1488,9041
255800,1135,1488,8896
255900,1137,1479,8992
256000,1137,1488,8928
256100,1137,1479,9041
256200,1135,1479,9208
256300,1135,1488,9242
256400,1135,1479,8912
256500,1135,1479,9009
256600,1135,1479,9009
256700,1135,1479,9140
256800,1135,1488,9009
256900,1135,1488,9041
257000,1135,1497,8880
257100,1135,1488,9074
257200,1135,1479,9041
257300,1135,1479,9057
257400,1135,1507,8880
257500,1135,1488,8880
257600,1135,1497,8928
257700,1135,1488,8912
257800,1135,1479,9009
257900,1135,1479,9009
258000,1135,1488,8944
258100,1135,1488,9225
258200,1135,1488,9057
258300,1135,1479,9009
258400,1135,1479,9041
258500,1135,1488,9025
258600,1135,1488,8928
258700,1135,1479,8960
258800,1135,1488,9057
258900,1135,1488,9074
259000,1135,1497,8960
259100,1135,1470,9009
259200,1135,1497,8976
259300,1135,1479,8865
259400,1135,1479,8880
259500,1135,1470,8960
259600,1135,1470,9009
259700,1135,1460,9025
259800,1135,1488,9107
259900,1135,1460,9208
260000,1135,1470,8976
260100,1135,1479,8896
260200,1135,1470,9074
260300,1135,1479,8849
260400,1135,1460,9025
260500,1135,1460,9174
260600,1135,1479,9025
260700,1135,1479,8928
260800,1135,1470,9074
260900,1135,1470,9208
261000,1135,1470,8880
261100,1135,1479,9074
261200,1135,1479,9009
261300,1135,1470,8818
261400,1135,1488,9157
261500,1135,1479,9074
261600,1133,1470,9208
261700,1133,1479,8992
261800,1133,1470,9107
261900,1135,1470,8944
262000,1133,1488,9208
262100,1135,1470,9057
262200,1135,1479,8944
262300,1135,1470,9124
262400,1135,1470,8865
262500,1133,1479,8960
262600,1133,1479,9041
262700,1135,1460,9009
262800,1133,1460,9009
262900,1133,1479,9074
263000,1133,1470,9242
263100,1133,1479,9057
263200,1133,1470,9009
263300,1133,1470,8849
263400,1133,1479,8992
263500,1133,1488,8976
263600,1133,1479,9057
263700,1133,1470,8960
263800,1133,1460,8960
263900,1133,1470,8912
264000,1133,1479,8960
264100,1133,1479,8928
264200,1133,1470,9157
264300,1133,1470,9090
264400,1133,1479,8833
264500,1133,1488,9124
264600,1133,1470,9009
264700,1133,1479,8865
264800,1133,1479,8865
264900,1133,1479,8992
265000,1133,1470,8944
265100,1133,1470,9041
265200,1131,1544,9041
265300,1131,1544,8976
265400,1131,1553,9398
265500,1129,1591,9259
265600,1129,1581,9310
265700,1129,1581,9191
265800,1129,1572,9124
265900,1129,1581,9276
266000,1129,1581,9174
266100,1129,1581,9259
266200,1129,1591,9140
266300,1129,1581,9328
266400,1129,1581,9057
266500,1129,1591,9225
266600,1129,1591,9074
266700,1129,1581,9157
266800,1129,1581,9157
266900,1129,1581,9225
267000,1129,1581,9140
267100,1129,1572,9174
267200,1129,1581,9157
267300,1126,1581,9191
267400,1126,1572,9174
267500,1126,1581,8992
267600,1126,1581,9276
267700,1126,1581,9140
267800,1126,1581,9310
267900,1126,1572,9074
268000,1126,1572,9276
268100,1126,1581,9242
268200,1126,1572,9242
268300,1126,1563,9416
268400,1126,1581,9025
268500,1126,1572,9293
268600,1126,1581,9208
268700,1126,1581,9074
268800,1126,1572,9225
268900,1126,1572,9259
269000,1126,1572,9090
269100,1126,1572,9242
269200,1126,1572,9041
269300,1126,1572,9242
269400,1126,1572,9191
269500,1126,1572,9259
269600,1126,1572,9140
269700,1126,1572,9057
269800,1126,1572,9259
269900,1126,1572,9276
270000,1126,1572,9041
270100,1126,1591,9293
270200,1126,1572,9057
270300,1126,1572,9225
270400,1126,1572,9090
270500,1126,1572,9140
270600,1126,1581,9107
270700,1126,1572,9310
270800,1126,1572,9328
270900,1126,1572,9225
271000,1126,1572,9140
271100,1126,1572,9090
271200,1126,1563,8960
271300,1126,1572,9276
271400,1126,1572,9090
271500,1126,1563,9225
271600,1126,1572,9242
271700,1126,1572,9124
271800,1126,1572,9057
271900,1126,1563,9259
272000,1124,1563,9074
272100,1124,1563,9259
272200,1126,1563,9208
272300,1124,1581,9124
272400,1126,1581,9025
272500,1124,1581,9293
272600,1126,1581,9157
272700,1126,1581,9009
272800,1126,1581,9541
272900,1124,1572,9157
273000,1124,1581,9174
273100,1126,1572,8992
273200,1126,1581,9225
273300,1124,1581,9208
273400,1124,1581,8944
273500,1124,1572,9225
273600,1124,1581,8992
273700,1124,1572,9398
273800,1124,1581,9242
273900,1124,1563,9140
274000,1124,1572,9191
274100,1124,1572,9090
274200,1124,1563,9191
274300,1124,1563,9140
274400,1124,1572,9140
274500,1124,1572,9293
274600,1124,1572,9345
274700,1124,1572,9124
274800,1124,1572,9259
274900,1124,1581,9208
275000,1124,1581,9242
275100,1124,1572,9107
275200,1124,1572,9057
275300,1124,1572,9090
275400,1124,1572,9140
275500,1124,1572,9057
275600,1124,1572,9208
275700,1124,1572,9259
275800,1124,1572,9157
275900,1124,1572,9090
276000,1124,1581,9057
276100,1124,1572,9191
276200,1124,1581,9157
276300,1124,1572,8960
276400,1124,1572,9009
276500,1124,1572,9174
276600,1124,1563,9328
276700,1124,1572,9124
276800,1124,1572,9057
276900,1124,1572,9208
277000,1124,1563,9208
277100,1124,1581,9041
277200,1122,1563,9140
277300,1124,1572,9380
277400,1124,1563,9140
277500,1124,1563,9242
277600,1124,1563,9259
277700,1124,1563,9041
277800,1124,1553,9157
277900,1124,1553,9157
278000,1124,1563,9276
278100,1124,1553,9416
278200,1124,1563,9191
278300,1124,1553,9009
278400,1124,1563,9157
278500,1124,1563,9041
278600,1124,1553,9090
278700,1124,1572,9345
278800,1124,1563,9009
278900,1122,1563,9259
279000,1122,1553,9276
279100,1124,1572,9293
279200,1122,1563,9107
279300,1122,1553,9174
279400,1124,1563,9225
279500,1124,1553,9074
279600,1122,1563,9225
279700,1124,1572,9191
279800,1124,1553,9174
279900,1122,1563,9041
280000,1122,1572,9208
280100,1122,1581,9191
280200,1122,1572,9191
280300,1122,1581,9107
280400,1122,1572,9074
280500,1122,1572,9276
280600,1122,1563,9107
280700,1122,1572,9025
280800,1122,1572,9057
280900,1122,1563,9191
281000,1122,1572,9107
281100,1122,1581,9276
281200,1122,1572,9025
281300,1122,1572,9208
281400,1122,1572,9025
281500,1122,1572,9074
281600,1122,1572,9242
281700,1122,1572,9242
281800,1122,1572,9041
281900,1122,1581,9208
282000,1122,1563,9074
282100,1122,1563,9259
282200,1122,1572,9191
282300,1122,1572,9416
282400,1122,1572,9242
282500,1122,1572,8976
282600,1122,1563,8976
282700,1122,1563,9225
282800,1122,1572,9310
282900,1122,1563,9140
283000,1122,1563,9174
283100,1122,1572,8992
283200,1122,1572,9025
283300,1116,1749,9259
283400,1116,1739,9451
283500,1116,1721,9596
283600,1113,1767,9505
283700,1113,1777,9596
283800,1113,1777,9541
283900,1113,1777,9523
284000,1113,1767,9380
284100,1113,1767,9900
284200,1113,1777,9487
284300,1113,1786,9596
284400,1113,1786,9652
284500,1113,1777,9416
284600,1113,1777,9487
284700,1113,1777,9259
284800,1113,1777,9523
284900,1113,1767,9363
285000,1113,1767,9560
285100,1113,1767,9652
285200,1113,1777,9523
285300,1113,1777,9433
285400,1113,1777,9523
285500,1113,1777,9596
285600,1113,1777,9398
285700,1113,1777,9578
285800,1113,1786,9380
285900,1113,1777,9416
286000,1113,1786,9345
286100,1113,1777,9523
286200,1113,1777,9398
286300,1113,1786,9505
286400,1111,1777,9345
286500,1111,1777,9487
286600,1113,1777,9560
286700,1111,1777,9416
286800,1111,1777,9451
286900,1113,1777,9596
287000,1111,1777,9523
287100,1111,1767,9541
287200,1111,1777,9433
287300,1111,1777,9523
287400,1113,1777,9398
287500,1113,1767,9416
287600,1111,1767,9416
287700,1113,1767,9523
287800,1111,1767,9416
287900,1111,1758,9398
288000,1111,1767,9596
288100,1111,1767,9596
288200,1111,1758,9433
288300,1111,1758,9523
288400,1111,1758,9633
288500,1111,1758,9615
288600,1111,1767,9652
288700,1113,1758,9469
288800,1111,1767,9433
288900,1111,1758,9596
289000,1111,1758,9541
289100,1111,1758,9541
289200,1111,1767,9380
289300,1111,1758,9596
289400,1111,1767,9345
289500,1111,1758,9398
289600,1111,1767,9560
289700,1111,1758,9487
289800,1111,1758,9469
289900,1111,1767,9380
290000,1111,1758,9615
290100,1111,1767,9541
290200,1111,1749,9487
290300,1111,1758,9380
290400,1111,1767,9469
290500,1111,1767,9398
290600,1111,1767,9596
290700,1111,1758,9523
290800,1111,1777,9505
290900,1111,1767,9345
291000,1111,1767,9398
291100,1111,1767,9363
291200,1111,1758,9541
291300,1111,1758,9505
291400,1111,1767,9469
291500,1111,1767,9451
291600,1111,1758,9451
291700,1109,1767,9505
291800,1111,1758,9328
291900,1111,1758,9541
292000,1111,1767,9469
292100,1111,1767,9505
292200,1109,1767,9469
292300,1109,1767,9363
292400,1109,1758,9541
292500,1109,1758,9541
292600,1111,1767,9505
292700,1109,1758,9505
292800,1109,1767,9505
292900,1111,1758,9433
293000,1109,1758,9328
293100,1109,1758,9578
293200,1111,1758,9615
293300,1109,1758,9487
293400,1109,1758,9523
293500,1109,1758,9345
293600,1109,1758,9363
293700,1109,1758,9505
293800,1109,1758,9433
293900,1109,1758,9310
294000,1109,1758,9363
294100,1109,1767,9416
294200,1109,1777,9541
294300,1109,1777,9523
294400,1109,1777,9578
294500,1109,1767,9578
294600,1109,1767,9541
294700,1109,1777,9451
294800,1109,1777,9380
294900,1109,1767,9596
295000,1109,1767,9505
295100,1109,1777,9505
295200,1109,1777,9487
295300,1109,1767,9560
295400,1109,1777,9451
295500,1109,1777,9560
295600,1109,1767,9380
295700,1109,1767,9727
295800,1109,1767,9541
295900,1109,1767,9560
296000,1109,1777,9345
296100,1109,1767,9560
296200,1109,1767,9578
296300,1109,1777,9416
296400,1109,1777,9363
296500,1109,1777,9469
296600,1109,1767,9380
296700,1109,1777,9380
296800,1109,1777,9469
296900,1107,1767,9398
297000,1107,1767,9433
297100,1109,1777,9345
297200,1107,1767,9469
297300,1109,1777,9469
297400,1107,1767,9363
297500,1109,1777,9541
297600,1109,1767,9560
297700,1107,1767,9615
297800,1109,1777,9487
297900,1109,1777,9345
298000,1107,1767,9560
298100,1107,1777,9560
298200,1107,1777,9578
298300,1107,1777,9469
298400,1107,1767,9487
298500,1107,1767,9523
298600,1107,1767,9451
298700,1107,1767,9487
298800,1107,1767,9469
298900,1107,1767,9746
299000,1107,1767,9596
299100,1107,1758,9505
299200,1107,1767,9416
299300,1107,1767,9505
299400,1107,1767,9541
299500,1107,1767,9615
299600,1107,1777,9451
299700,1107,1777,9469
299800,1107,1777,9380
299900,1107,1767,9633
300000,1107,1767,9560
300100,1107,1767,9451
300200,1107,1767,9487
300300,1107,1758,9578
300400,1107,1758,9523
300500,1107,1767,9469
300600,1107,1767,9523
300700,1107,1767,9487
300800,1107,1767,9469
300900,1107,1767,9596
301000,1107,1758,9469
301100,1107,1758,9523
301200,1107,1767,9523
301300,1107,1767,9469
301400,1107,1767,9671
301500,1107,1767,9541
301600,1107,1767,9505
301700,1105,1851,9469
301800,1100,1935,9823
301900,1100,1916,9560
302000,1102,1916,9578
302100,1100,1907,9708
302200,1100,1907,9708
302300,1100,1907,9652
302400,1100,1916,9746
302500,1100,1907,9578
302600,1100,1916,9633
302700,1100,1907,9578
302800,1100,1907,9708
302900,1100,1907,9784
303000,1100,1907,9652
303100,1100,1898,9689
303200,1100,1907,9689
303300,1100,1907,9784
303400,1100,1916,9861
303500,1100,1907,9689
303600,1100,1907,9784
303700,1100,1907,9784
303800,1100,1907,9765
303900,1100,1907,9560
304000,1100,1907,9708
304100,1100,1907,9708
304200,1100,1907,9765
304300,1100,1907,9560
304400,1100,1898,9746
304500,1100,1898,9708
304600,1100,1898,9746
304700,1100,1898,9689
304800,1100,1898,9596
304900,1100,1898,9689
305000,1100,1898,9671
305100,1100,1907,9708
305200,1100,1898,9633
305300,1100,1898,9560
305400,1100,1898,9765
305500,1100,1898,9633
305600,1100,1898,9803
305700,1100,1898,9765
305800,1100,1898,9784
305900,1100,1898,9578
306000,1100,1898,9803
306100,1100,1898,9689
306200,1100,1898,9727
306300,1100,1898,9727
306400,1100,1898,9578
306500,1100,1898,9861
306600,1100,1898,9578
306700,1098,1898,9765
306800,1100,1898,9560
306900,1098,1898,9746
307000,1098,1898,9671
307100,1098,1898,9689
307200,1098,1898,9633
307300,1100,1898,9671
307400,1098,1898,9708
307500,1100,1898,9765
307600,1098,1898,9689
307700,1098,1898,9652
307800,1098,1898,9689
307900,1098,1898,9861
308000,1098,1888,9746
308100,1098,1898,9765
308200,1098,1898,9541
308300,1098,1898,9541
308400,1098,1898,9560
308500,1098,1898,9541
308600,1098,1898,9746
308700,1098,1898,9615
308800,1098,1898,9671
308900,1098,1898,9671
309000,1098,1907,9765
309100,1098,1898,9578
309200,1098,1898,9689
309300,1098,1898,9765
309400,1098,1898,9689
309500,1098,1898,9689
309600,1098,1898,9560
309700,1098,1898,9765
309800,1098,1898,9541
309900,1098,1888,9727
310000,1098,1888,9652
310100,1098,1898,9633
310200,1098,1888,9881
310300,1098,1888,9505
310400,1098,1888,9765
310500,1098,1888,9541
310600,1098,1888,9784
310700,1098,1888,9746
310800,1098,1879,9746
310900,1098,1888,9727
311000,1098,1888,9746
311100,1098,1888,9633
311200,1098,1888,9708
311300,1098,1888,9615
311400,1098,1888,9708
311500,1098,1888,9560
311600,1098,1888,9615
311700,1098,1888,9689
311800,1098,1888,9784
311900,1098,1888,9560
312000,1096,1888,9689
312100,1098,1888,9765
312200,1098,1888,9727
312300,1098,1888,9689
312400,1098,1888,9708
312500,1098,1888,9689
312600,1098,1888,9541
312700,1098,1888,9541
312800,1098,1888,9671
312900,1098,1888,9671
313000,1098,1879,9708
313100,1096,1888,9523
313200,1096,1888,9652
313300,1096,1888,9861
313400,1098,1888,9523
313500,1098,1888,9671
313600,1096,1888,9671
313700,1096,1888,9708
313800,1096,1888,9652
313900,1096,1888,9861
314000,1096,1888,9541
314100,1096,1888,9652
314200,1096,1888,9671
314300,1096,1888,9652
314400,1096,1888,9652
314500,1096,1888,9708
314600,1096,1888,9523
314700,1096,1888,9671
314800,1096,1888,9633
314900,1096,1888,9708
315000,1096,1888,9633
315100,1096,1888,9652
315200,1096,1888,9505
315300,1096,1888,9633
315400,1096,1888,9652
315500,1096,1879,9708
315600,1096,1888,9652
315700,1096,1898,9652
315800,1096,1888,9560
315900,1096,1898,9596
316000,1096,1888,9652
316100,1096,1888,9861
316200,1096,1888,9633
316300,1096,1888,9633
316400,1096,1888,9560
316500,1096,1898,9596
316600,1096,1888,9727
316700,1096,1888,9505
316800,1102,1693,9259
316900,1124,995,8591
317000,1142,530,6963
317100,1152,251,6157
317200,1163,18,6157
317300,1163,0,6157
317400,1163,0,6157
317500,1163,0,6157
317600,1166,0,0
317700,1166,0,0
317800,1166,0,0
317900,1166,0,0
318000,1166,0,0
318100,1166,0,0
318200,1166,0,0
318300,1166,0,0
318400,1166,0,0
318500,1166,0,0
318600,1166,0,0
318700,1166,0,0
318800,1166,0,0
318900,1166,0,0
319000,1166,0,0
319100,1166,0,0
319200,1166,0,0
319300,1168,0,0
319400,1168,18,0
319500,1168,0,0
319600,1168,0,0
319700,1170,18,0
319800,1168,18,0
319900,1170,0,0
320000,1170,18,0
320100,1172,18,0
320200,1172,18,0
320300,1172,18,0
320400,1172,0,0
320500,1172,0,0
320600,1172,0,0
320700,1172,0,0
320800,1172,0,0
320900,1172,18,0
321000,1172,0,0
321100,1172,18,0
321200,1172,18,0
321300,1172,0,0
321400,1172,18,0
321500,1172,18,0
321600,1172,0,0
321700,1172,0,0
321800,1172,0,0
321900,1174,18,0
322000,1174,0,0
322100,1172,0,0
322200,1174,0,0
322300,1174,0,0
322400,1174,0,0
322500,1172,0,0
322600,1174,0,0
322700,1174,0,0
322800,1174,18,0
322900,1174,0,0
323000,1174,0,0
323100,1174,0,0
323200,1174,0,0
323300,1174,0,0
323400,1174,0,0
323500,1174,0,0
323600,1174,0,0
323700,1174,0,0
323800,1174,0,0
323900,1174,0,0
324000,1174,0,0
324100,1174,0,0
324200,1174,0,0
324300,1174,0,0
324400,1174,0,0
324500,1174,0,0
324600,1174,0,0
324700,1174,0,0
324800,1174,0,0
324900,1174,18,0
325000,1174,0,0
325100,1174,0,0
325200,1174,18,0
325300,1174,18,0
325400,1174,18,0
325500,1174,18,0
